as: [922, 0.010849484002306398]
showing: [7, 8.237135359668632e-05]
film to: [7, 0.011235955056179775]
adaptation of: [7, 0.5833333333333334]
creative: [7, 8.237135359668632e-05]
comedian: [7, 8.237135359668632e-05]
teens: [7, 8.237135359668632e-05]
quick: [7, 8.237135359668632e-05]
deep: [7, 8.237135359668632e-05]
ben: [7, 8.237135359668632e-05]
when he: [7, 0.04516129032258064]
paid: [7, 8.237135359668632e-05]
fight: [7, 8.237135359668632e-05]
beginning: [7, 8.237135359668632e-05]
schwarzenegger: [7, 8.237135359668632e-05]
forced to: [7, 0.3888888888888889]
on this: [7, 0.014861995753715499]
costumes: [7, 8.237135359668632e-05]
suspect: [7, 8.237135359668632e-05]
reasonably: [7, 8.237135359668632e-05]
queen of: [7, 0.6363636363636364]
last time: [7, 0.15555555555555556]
ideas and: [7, 0.2413793103448276]
child: [7, 8.237135359668632e-05]
check: [7, 8.237135359668632e-05]
doesn't know: [7, 0.0457516339869281]
out by: [7, 0.031818181818181815]
surely: [7, 8.237135359668632e-05]
earth: [7, 8.237135359668632e-05]
bad that: [7, 0.03398058252427184]
screenwriters: [7, 8.237135359668632e-05]
screaming: [7, 8.237135359668632e-05]
murder by: [7, 0.4666666666666667]
by numbers: [7, 0.016867469879518072]
but also: [7, 0.008187134502923977]
excess: [7, 8.237135359668632e-05]
s: [7, 8.237135359668632e-05]
turning: [7, 8.237135359668632e-05]
damn: [7, 8.237135359668632e-05]
silliness: [7, 8.237135359668632e-05]
doesn't quite: [7, 0.0457516339869281]
know how: [7, 0.15217391304347827]
must be: [7, 0.3888888888888889]
necessarily: [7, 8.237135359668632e-05]
no reason: [7, 0.026217228464419477]
adams: [7, 8.237135359668632e-05]
storyline: [7, 8.237135359668632e-05]
characters in: [7, 0.04142011834319527]
hits: [7, 8.237135359668632e-05]
modest: [7, 8.237135359668632e-05]
live up: [7, 0.4117647058823529]
enterprise: [7, 8.237135359668632e-05]
fast: [7, 8.237135359668632e-05]
study in: [7, 0.4117647058823529]
necessary: [7, 8.237135359668632e-05]
performances but: [7, 0.14893617021276595]
he is: [7, 0.051094890510948905]
plotted: [7, 8.237135359668632e-05]
fatal attraction: [7, 0.6363636363636364]
justify: [7, 8.237135359668632e-05]
bite: [7, 8.237135359668632e-05]
we need: [7, 0.06422018348623854]
well-meaning: [7, 8.237135359668632e-05]
blow: [7, 8.237135359668632e-05]
rote: [7, 8.237135359668632e-05]
vague: [7, 8.237135359668632e-05]
guess: [7, 8.237135359668632e-05]
winner: [7, 8.237135359668632e-05]
because of: [7, 0.11290322580645161]
ill-conceived: [7, 8.237135359668632e-05]
sink: [7, 8.237135359668632e-05]
cry: [7, 8.237135359668632e-05]
falls short: [7, 0.21875]
frida: [7, 8.237135359668632e-05]
stands: [7, 8.237135359668632e-05]
tends: [7, 8.237135359668632e-05]
tends to: [7, 1.0]
be seen: [7, 0.013461538461538462]
elaborate: [7, 8.237135359668632e-05]
ponderous: [7, 8.237135359668632e-05]
games: [7, 8.237135359668632e-05]
menace: [7, 8.237135359668632e-05]
intrigue: [7, 8.237135359668632e-05]
proves that: [7, 0.4666666666666667]
protagonist: [7, 8.237135359668632e-05]
along the: [7, 0.25925925925925924]
action flick: [7, 0.0660377358490566]
required: [7, 8.237135359668632e-05]
energetic: [7, 8.237135359668632e-05]
charisma: [7, 8.237135359668632e-05]
creating: [7, 8.237135359668632e-05]
from this: [7, 0.021604938271604937]
reign of: [7, 0.875]
you can't: [7, 0.017587939698492462]
alive: [7, 8.237135359668632e-05]
chelsea: [7, 8.237135359668632e-05]
hopkins: [7, 8.237135359668632e-05]
20: [7, 8.237135359668632e-05]
movie that's: [7, 0.009234828496042216]
science: [7, 8.237135359668632e-05]
make it: [7, 0.05511811023622047]
seemingly: [7, 8.237135359668632e-05]
appears to: [7, 0.4375]
form: [7, 8.237135359668632e-05]
succeeds: [7, 8.237135359668632e-05]
group: [7, 8.237135359668632e-05]
really bad: [7, 0.05384615384615385]
have no: [7, 0.019230769230769232]
originality: [7, 8.237135359668632e-05]
monotonous: [7, 8.237135359668632e-05]
film but: [7, 0.011235955056179775]
performances and: [7, 0.14893617021276595]
time of: [7, 0.03867403314917127]
plot holes: [7, 0.058333333333333334]
chuckles: [7, 8.237135359668632e-05]
messages: [7, 8.237135359668632e-05]
determined: [7, 8.237135359668632e-05]
ring: [7, 8.237135359668632e-05]
q: [7, 8.237135359668632e-05]
supporting: [7, 8.237135359668632e-05]
bigger: [7, 8.237135359668632e-05]
glossy: [7, 8.237135359668632e-05]
fare: [7, 8.237135359668632e-05]
where it: [7, 0.1]
what could: [7, 0.03723404255319149]
on his: [7, 0.014861995753715499]
intended: [7, 8.237135359668632e-05]
but no: [7, 0.008187134502923977]
movies of: [7, 0.07216494845360824]
hands: [7, 8.237135359668632e-05]
teenage: [6, 7.060401736858827e-05]
unoriginal: [6, 7.060401736858827e-05]
recycled: [6, 7.060401736858827e-05]
thing to: [6, 0.06382978723404255]
misfire: [6, 7.060401736858827e-05]
no such: [6, 0.02247191011235955]
such thing: [6, 0.0821917808219178]
player: [6, 7.060401736858827e-05]
courage: [6, 7.060401736858827e-05]
top: [6, 7.060401736858827e-05]
don't care: [6, 0.075]
analyze: [6, 7.060401736858827e-05]
common: [6, 7.060401736858827e-05]
can make: [6, 0.03508771929824561]
ability: [6, 7.060401736858827e-05]
all this: [6, 0.017045454545454544]
kicks: [6, 7.060401736858827e-05]
toilet: [6, 7.060401736858827e-05]
never rises: [6, 0.039473684210526314]
rises above: [6, 0.6666666666666666]
homage: [6, 7.060401736858827e-05]
feels less: [6, 0.05660377358490566]
redundant: [6, 7.060401736858827e-05]
reno: [6, 7.060401736858827e-05]
freaks: [6, 7.060401736858827e-05]
might want: [6, 0.0625]
wet: [6, 7.060401736858827e-05]
from start: [6, 0.018518518518518517]
sever: [6, 7.060401736858827e-05]
ballistic ecks: [6, 0.6]
ecks vs: [6, 0.8571428571428571]
vs sever: [6, 0.6]
themes: [6, 7.060401736858827e-05]
conclusion: [6, 7.060401736858827e-05]
static: [6, 7.060401736858827e-05]
worth seeing: [6, 0.17142857142857143]
sick: [6, 7.060401736858827e-05]
country bears: [6, 0.42857142857142855]
nothing in: [6, 0.049586776859504134]
like being: [6, 0.01366742596810934]
convenient: [6, 7.060401736858827e-05]
parade: [6, 7.060401736858827e-05]
expectations: [6, 7.060401736858827e-05]
what you: [6, 0.031914893617021274]
questions: [6, 7.060401736858827e-05]
minutes but: [6, 0.06060606060606061]
younger: [6, 7.060401736858827e-05]
adventures: [6, 7.060401736858827e-05]
them into: [6, 0.061224489795918366]
isn't very: [6, 0.05172413793103448]
fly: [6, 7.060401736858827e-05]
amid: [6, 7.060401736858827e-05]
haunted: [6, 7.060401736858827e-05]
deadly: [6, 7.060401736858827e-05]
hoffman's: [6, 7.060401736858827e-05]
brother: [6, 7.060401736858827e-05]
complete with: [6, 0.35294117647058826]
do with: [6, 0.06382978723404255]
you should: [6, 0.01507537688442211]
insight into: [6, 0.375]
portrait: [6, 7.060401736858827e-05]
tribute: [6, 7.060401736858827e-05]
film and: [6, 0.009630818619582664]
motions: [6, 7.060401736858827e-05]
kinda: [6, 7.060401736858827e-05]
subplots: [6, 7.060401736858827e-05]
candy: [6, 7.060401736858827e-05]
adam sandler's: [6, 0.46153846153846156]
right place: [6, 0.1276595744680851]
place but: [6, 0.17647058823529413]
highly: [6, 7.060401736858827e-05]
around a: [6, 0.16216216216216217]
appear: [6, 7.060401736858827e-05]
victim: [6, 7.060401736858827e-05]
story to: [6, 0.02727272727272727]
subtlety: [6, 7.060401736858827e-05]
target audience: [6, 0.4]
already seen: [6, 0.17142857142857143]
j: [6, 7.060401736858827e-05]
one thing: [6, 0.01662049861495845]
laughs and: [6, 0.13333333333333333]
whom: [6, 7.060401736858827e-05]
harris: [6, 7.060401736858827e-05]
es: [6, 7.060401736858827e-05]
probably be: [6, 0.15]
does little: [6, 0.07058823529411765]
nothing to: [6, 0.049586776859504134]
rip-off of: [6, 0.6]
thrilling: [6, 7.060401736858827e-05]
rehash: [6, 7.060401736858827e-05]
director and: [6, 0.05357142857142857]
as any: [6, 0.006507592190889371]
rich: [6, 7.060401736858827e-05]
for most: [6, 0.007863695937090432]
acts: [6, 7.060401736858827e-05]
feathers: [6, 7.060401736858827e-05]
knowing: [6, 7.060401736858827e-05]
shapeless: [6, 7.060401736858827e-05]
mainstream: [6, 7.060401736858827e-05]
well as: [6, 0.06741573033707865]
big fat: [6, 0.0759493670886076]
ford: [6, 7.060401736858827e-05]
you'd expect: [6, 0.2727272727272727]
calculated: [6, 7.060401736858827e-05]
movie doesn't: [6, 0.0079155672823219]
not nearly: [6, 0.013761467889908258]
nearly as: [6, 0.14285714285714285]
being a: [6, 0.06741573033707865]
sheer: [6, 7.060401736858827e-05]
can't quite: [6, 0.07142857142857142]
inspire: [6, 7.060401736858827e-05]
win: [6, 7.060401736858827e-05]
sophomoric: [6, 7.060401736858827e-05]
work is: [6, 0.061855670103092786]
humour: [6, 7.060401736858827e-05]
explosions: [6, 7.060401736858827e-05]
pulp: [6, 7.060401736858827e-05]
with lots: [6, 0.008862629246676515]
happening: [6, 7.060401736858827e-05]
demands: [6, 7.060401736858827e-05]
century: [6, 7.060401736858827e-05]
spectacular: [6, 7.060401736858827e-05]
nightmare: [6, 7.060401736858827e-05]
secrets: [6, 7.060401736858827e-05]
how much: [6, 0.05660377358490566]
critical: [6, 7.060401736858827e-05]
nonsensical: [6, 7.060401736858827e-05]
at this: [6, 0.017699115044247787]
material but: [6, 0.09836065573770492]
proceedings: [6, 7.060401736858827e-05]
intellectual: [6, 7.060401736858827e-05]
impact of: [6, 0.5]
sluggish: [6, 7.060401736858827e-05]
h: [6, 7.060401736858827e-05]
screen time: [6, 0.1016949152542373]
austin: [6, 7.060401736858827e-05]
acting is: [6, 0.09836065573770492]
shelf: [6, 7.060401736858827e-05]
send: [6, 7.060401736858827e-05]
seat: [6, 7.060401736858827e-05]
i think: [6, 0.021052631578947368]
pain: [6, 7.060401736858827e-05]
films like: [6, 0.08571428571428572]
kept: [6, 7.060401736858827e-05]
thematic: [6, 7.060401736858827e-05]
terms of: [6, 0.5454545454545454]
say the: [6, 0.12244897959183673]
monsters: [6, 7.060401736858827e-05]
tell you: [6, 0.25]
connect: [6, 7.060401736858827e-05]
sophisticated: [6, 7.060401736858827e-05]
remake of: [6, 0.3333333333333333]
can get: [6, 0.03508771929824561]
basic: [6, 7.060401736858827e-05]
distasteful: [6, 7.060401736858827e-05]
it's like: [6, 0.010810810810810811]
mediocrity: [6, 7.060401736858827e-05]
eager: [6, 7.060401736858827e-05]
enigma: [6, 7.060401736858827e-05]
throws: [6, 7.060401736858827e-05]
video game: [6, 0.1111111111111111]
movie just: [6, 0.0079155672823219]
emerges: [6, 7.060401736858827e-05]
similar: [6, 7.060401736858827e-05]
answer: [6, 7.060401736858827e-05]
joy: [6, 7.060401736858827e-05]
score: [6, 7.060401736858827e-05]
me want: [6, 0.08450704225352113]
about its: [6, 0.016216216216216217]
dreck: [6, 7.060401736858827e-05]
film it: [6, 0.009630818619582664]
roll: [6, 7.060401736858827e-05]
worthwhile: [6, 7.060401736858827e-05]
begins to: [6, 0.42857142857142855]
but then: [6, 0.007017543859649123]
triangle: [6, 7.060401736858827e-05]
love triangle: [6, 0.08]
makes for: [6, 0.05555555555555555]
keep it: [6, 0.1875]
opportunity to: [6, 0.46153846153846156]
here to: [6, 0.07407407407407407]
gorgeous: [6, 7.060401736858827e-05]
cold and: [6, 0.25]
an exercise: [6, 0.010582010582010581]
might as: [6, 0.0625]
hampered: [6, 7.060401736858827e-05]
theme: [6, 7.060401736858827e-05]
indulgent: [6, 7.060401736858827e-05]
anywhere: [6, 7.060401736858827e-05]
dramas: [6, 7.060401736858827e-05]
southern: [6, 7.060401736858827e-05]
mired: [6, 7.060401736858827e-05]
mired in: [6, 1.0]
trash: [6, 7.060401736858827e-05]
most part: [6, 0.037037037037037035]
so often: [6, 0.017341040462427744]
rental: [6, 7.060401736858827e-05]
out on: [6, 0.02727272727272727]
smoochy: [6, 7.060401736858827e-05]
background: [6, 7.060401736858827e-05]
coming-of-age: [6, 7.060401736858827e-05]
dealing with: [6, 0.75]
may not: [6, 0.057692307692307696]
enter: [6, 7.060401736858827e-05]
dysfunctional: [6, 7.060401736858827e-05]
increasingly: [6, 7.060401736858827e-05]
predecessors: [6, 7.060401736858827e-05]
sugar: [6, 7.060401736858827e-05]
action film: [6, 0.05660377358490566]
i had: [6, 0.021052631578947368]
today: [6, 7.060401736858827e-05]
directorial debut: [6, 0.6]
ending is: [6, 0.16666666666666666]
guilty pleasure: [6, 0.5454545454545454]
film makes: [6, 0.009630818619582664]
makes it: [6, 0.05555555555555555]
clockstoppers: [6, 7.060401736858827e-05]
on your: [6, 0.012738853503184714]
faces: [6, 7.060401736858827e-05]
movies about: [6, 0.061855670103092786]
thriller with: [6, 0.1111111111111111]
animation and: [6, 0.3]
dangerous: [6, 7.060401736858827e-05]
an actress: [6, 0.010582010582010581]
fair: [6, 7.060401736858827e-05]
soderbergh's: [6, 7.060401736858827e-05]
broken: [6, 7.060401736858827e-05]
cop: [6, 7.060401736858827e-05]
thanks: [6, 7.060401736858827e-05]
easier: [6, 7.060401736858827e-05]
quarter: [6, 7.060401736858827e-05]
invention: [6, 7.060401736858827e-05]
man's: [6, 7.060401736858827e-05]
clothes: [6, 7.060401736858827e-05]
supernatural: [6, 7.060401736858827e-05]
davis: [6, 7.060401736858827e-05]
former: [6, 7.060401736858827e-05]
journey: [6, 7.060401736858827e-05]
jay: [6, 7.060401736858827e-05]
endearing: [6, 7.060401736858827e-05]
arrives: [6, 7.060401736858827e-05]
mckay: [6, 7.060401736858827e-05]
about their: [6, 0.016216216216216217]
fisher: [6, 7.060401736858827e-05]
fighting: [6, 7.060401736858827e-05]
kapur: [6, 7.060401736858827e-05]
suit: [6, 7.060401736858827e-05]
jackie: [6, 7.060401736858827e-05]
jackie chan: [6, 1.0]
features: [6, 7.060401736858827e-05]
bullock: [6, 7.060401736858827e-05]
afraid: [6, 7.060401736858827e-05]
biting: [6, 7.060401736858827e-05]
when they: [6, 0.03870967741935484]
order: [6, 7.060401736858827e-05]
signs: [6, 7.060401736858827e-05]
tricks: [6, 7.060401736858827e-05]
drugs: [6, 7.060401736858827e-05]
falls flat: [6, 0.1875]
who can't: [6, 0.032432432432432434]
authentic: [6, 7.060401736858827e-05]
manufactured: [6, 7.060401736858827e-05]
learn: [6, 7.060401736858827e-05]
theatrical: [6, 7.060401736858827e-05]
still feels: [6, 0.10344827586206896]
is]: [6, 7.060401736858827e-05]
be hard: [6, 0.011538461538461539]
pretends: [6, 7.060401736858827e-05]
saturday: [6, 7.060401736858827e-05]
eyes: [6, 7.060401736858827e-05]
leave the: [6, 0.25]
stupidity: [6, 7.060401736858827e-05]
sexual: [6, 7.060401736858827e-05]
academy: [6, 7.060401736858827e-05]
concerned: [6, 7.060401736858827e-05]
movies are: [6, 0.061855670103092786]
artist: [6, 7.060401736858827e-05]
favor of: [6, 0.75]
daytime: [6, 7.060401736858827e-05]
trick: [6, 7.060401736858827e-05]
friend: [6, 7.060401736858827e-05]
movie it: [6, 0.0079155672823219]
at once: [6, 0.017699115044247787]
not be: [6, 0.013761467889908258]
film it's: [6, 0.009630818619582664]
cletis: [6, 7.060401736858827e-05]
tout: [6, 7.060401736858827e-05]
somebody: [6, 7.060401736858827e-05]
direction is: [6, 0.15789473684210525]
bad film: [6, 0.02912621359223301]
left with: [6, 0.17142857142857143]
about an: [6, 0.016216216216216217]
as to: [6, 0.006507592190889371]
inevitable: [6, 7.060401736858827e-05]
i like: [6, 0.021052631578947368]
psychology: [6, 7.060401736858827e-05]
recommend it: [6, 0.42857142857142855]
heard: [6, 7.060401736858827e-05]
forgotten: [6, 7.060401736858827e-05]
uneasy: [6, 7.060401736858827e-05]
blend of: [6, 0.8571428571428571]
characterization: [6, 7.060401736858827e-05]
details: [6, 7.060401736858827e-05]
kiss: [6, 7.060401736858827e-05]
frankly: [6, 7.060401736858827e-05]
insulting: [6, 7.060401736858827e-05]
drop: [6, 7.060401736858827e-05]
those films: [6, 0.08333333333333333]
farrelly: [6, 7.060401736858827e-05]
robin: [6, 7.060401736858827e-05]
says: [6, 7.060401736858827e-05]
means: [6, 7.060401736858827e-05]
horror movie: [6, 0.2]
end the: [6, 0.08823529411764706]
serve: [6, 7.060401736858827e-05]
out there: [6, 0.02727272727272727]
three hours: [6, 0.1875]
well-made: [6, 7.060401736858827e-05]
bad as: [6, 0.02912621359223301]
as i: [6, 0.006507592190889371]
rice: [6, 7.060401736858827e-05]
south: [6, 7.060401736858827e-05]
search: [6, 7.060401736858827e-05]
profound: [6, 7.060401736858827e-05]
wrapped: [6, 7.060401736858827e-05]
disappointingly: [6, 7.060401736858827e-05]
disguise the: [6, 0.35294117647058826]
like its: [6, 0.01366742596810934]
people in: [6, 0.07228915662650602]
chases: [6, 7.060401736858827e-05]
affleck: [6, 7.060401736858827e-05]
drivel: [6, 7.060401736858827e-05]
much on: [6, 0.02586206896551724]
harry: [6, 7.060401736858827e-05]
k: [6, 7.060401736858827e-05]
seven: [6, 7.060401736858827e-05]
constantly: [6, 7.060401736858827e-05]
characterizations: [6, 7.060401736858827e-05]
up on: [6, 0.02702702702702703]
things that: [6, 0.08571428571428572]
comedy is: [6, 0.037267080745341616]
drab: [6, 7.060401736858827e-05]
song: [6, 7.060401736858827e-05]
theaters: [6, 7.060401736858827e-05]
feet: [6, 7.060401736858827e-05]
i suspect: [6, 0.021052631578947368]
slap: [6, 7.060401736858827e-05]
hill: [6, 7.060401736858827e-05]
he just: [6, 0.043795620437956206]
does have: [6, 0.07058823529411765]
ops: [6, 7.060401736858827e-05]
cliches and: [6, 0.23076923076923078]
control: [6, 7.060401736858827e-05]
10 minutes: [6, 0.5]
generation: [6, 7.060401736858827e-05]
earlier: [6, 7.060401736858827e-05]
frontal: [6, 7.060401736858827e-05]
full frontal: [6, 0.11320754716981132]
know what: [6, 0.13043478260869565]
pace and: [6, 0.42857142857142855]
film feels: [6, 0.009630818619582664]
an original: [6, 0.010582010582010581]
drive: [6, 7.060401736858827e-05]
have come: [6, 0.016483516483516484]
good for: [6, 0.0335195530726257]
might not: [6, 0.0625]
have gone: [6, 0.016483516483516484]
unfunny and: [6, 0.23076923076923078]
step: [6, 7.060401736858827e-05]
real-life: [6, 7.060401736858827e-05]
which it: [6, 0.043795620437956206]
good time: [6, 0.0335195530726257]
hide: [6, 7.060401736858827e-05]
failed: [6, 7.060401736858827e-05]
be made: [6, 0.011538461538461539]
above the: [6, 0.35294117647058826]
experiences: [6, 7.060401736858827e-05]
bogs: [6, 7.060401736858827e-05]
bogs down: [6, 1.0]
fill: [6, 7.060401736858827e-05]
an audience: [6, 0.010582010582010581]
bogus: [6, 7.060401736858827e-05]
florid: [6, 7.060401736858827e-05]
my own: [6, 0.1016949152542373]
disgusting: [6, 7.060401736858827e-05]
