with: [883, 0.010551598871946847]
ambiguity: [7, 8.364800917738157e-05]
time to: [7, 0.04430379746835443]
constantly: [7, 8.364800917738157e-05]
south: [7, 8.364800917738157e-05]
charismatic: [7, 8.364800917738157e-05]
infectious: [7, 8.364800917738157e-05]
great deal: [7, 0.06666666666666667]
deal of: [7, 0.4375]
an original: [7, 0.009283819628647215]
sweetness: [7, 8.364800917738157e-05]
tries to: [7, 0.7777777777777778]
folks: [7, 8.364800917738157e-05]
allen: [7, 8.364800917738157e-05]
laughs and: [7, 0.2413793103448276]
enormously: [7, 8.364800917738157e-05]
aware of: [7, 0.875]
here's: [7, 8.364800917738157e-05]
story but: [7, 0.02734375]
husband: [7, 8.364800917738157e-05]
slowly: [7, 8.364800917738157e-05]
precious: [7, 8.364800917738157e-05]
morality: [7, 8.364800917738157e-05]
thriller with: [7, 0.0958904109589041]
unforgettable: [7, 8.364800917738157e-05]
path: [7, 8.364800917738157e-05]
claustrophobic: [7, 8.364800917738157e-05]
story to: [7, 0.02734375]
flow: [7, 8.364800917738157e-05]
release: [7, 8.364800917738157e-05]
honestly: [7, 8.364800917738157e-05]
medium: [7, 8.364800917738157e-05]
but they: [7, 0.008951406649616368]
both sides: [7, 0.06140350877192982]
yet another: [7, 0.0958904109589041]
moved: [7, 8.364800917738157e-05]
english: [7, 8.364800917738157e-05]
dong: [7, 8.364800917738157e-05]
interesting and: [7, 0.13725490196078433]
race: [7, 8.364800917738157e-05]
early: [7, 8.364800917738157e-05]
unabashedly: [7, 8.364800917738157e-05]
understanding: [7, 8.364800917738157e-05]
nonetheless: [7, 8.364800917738157e-05]
scale: [7, 8.364800917738157e-05]
escapism: [7, 8.364800917738157e-05]
has enough: [7, 0.018469656992084433]
examines: [7, 8.364800917738157e-05]
parker: [7, 8.364800917738157e-05]
source: [7, 8.364800917738157e-05]
all but: [7, 0.02422145328719723]
good and: [7, 0.03535353535353535]
elling: [7, 8.364800917738157e-05]
unsentimental: [7, 8.364800917738157e-05]
beauty of: [7, 0.25]
clooney: [7, 8.364800917738157e-05]
triumph of: [7, 0.3888888888888889]
vitality: [7, 8.364800917738157e-05]
solondz: [7, 8.364800917738157e-05]
desperate: [7, 8.364800917738157e-05]
like it: [7, 0.02491103202846975]
figures: [7, 8.364800917738157e-05]
ahead: [7, 8.364800917738157e-05]
happily: [7, 8.364800917738157e-05]
memories: [7, 8.364800917738157e-05]
an impressive: [7, 0.009283819628647215]
you get: [7, 0.01417004048582996]
attitude: [7, 8.364800917738157e-05]
life's: [7, 8.364800917738157e-05]
undeniable: [7, 8.364800917738157e-05]
interested in: [7, 0.6363636363636364]
intriguing and: [7, 0.20588235294117646]
savvy: [7, 8.364800917738157e-05]
how much: [7, 0.07777777777777778]
not just: [7, 0.01907356948228883]
it's one: [7, 0.012411347517730497]
still manages: [7, 0.058333333333333334]
down the: [7, 0.16666666666666666]
i don't: [7, 0.03867403314917127]
much a: [7, 0.045454545454545456]
keeping: [7, 8.364800917738157e-05]
be as: [7, 0.016706443914081145]
think of: [7, 0.18421052631578946]
soulful: [7, 8.364800917738157e-05]
committed: [7, 8.364800917738157e-05]
intellectual: [7, 8.364800917738157e-05]
will probably: [7, 0.035175879396984924]
shake: [7, 8.364800917738157e-05]
quest: [7, 8.364800917738157e-05]
comedy of: [7, 0.036458333333333336]
check: [7, 8.364800917738157e-05]
all ages: [7, 0.02422145328719723]
while not: [7, 0.056910569105691054]
monster: [7, 8.364800917738157e-05]
character's: [7, 8.364800917738157e-05]
none of: [7, 0.7777777777777778]
despite the: [7, 0.15217391304347827]
everyday: [7, 8.364800917738157e-05]
movie of: [7, 0.013725490196078431]
so well: [7, 0.03349282296650718]
man and: [7, 0.12962962962962962]
kaufman: [7, 8.364800917738157e-05]
night: [7, 8.364800917738157e-05]
killed: [7, 8.364800917738157e-05]
scenes and: [7, 0.15555555555555556]
first time: [7, 0.08333333333333333]
represents: [7, 8.364800917738157e-05]
mile: [7, 8.364800917738157e-05]
offers an: [7, 0.14]
unforced: [7, 8.364800917738157e-05]
delivery: [7, 8.364800917738157e-05]
slapstick: [7, 8.364800917738157e-05]
mean: [7, 8.364800917738157e-05]
long after: [7, 0.11864406779661017]
cult: [7, 8.364800917738157e-05]
cinema's: [7, 8.364800917738157e-05]
stay: [7, 8.364800917738157e-05]
bloody: [7, 8.364800917738157e-05]
although the: [7, 0.1891891891891892]
year's best: [7, 0.3684210526315789]
proves that: [7, 0.2413793103448276]
lends: [7, 8.364800917738157e-05]
film works: [7, 0.00851581508515815]
effects and: [7, 0.2692307692307692]
sick: [7, 8.364800917738157e-05]
much like: [7, 0.045454545454545456]
not too: [7, 0.01907356948228883]
realize: [7, 8.364800917738157e-05]
fisher: [7, 8.364800917738157e-05]
get the: [7, 0.10294117647058823]
little more: [7, 0.05426356589147287]
pleasing: [7, 8.364800917738157e-05]
us on: [7, 0.04487179487179487]
tales: [7, 8.364800917738157e-05]
irresistible: [7, 8.364800917738157e-05]
its flaws: [7, 0.010014306151645207]
than in: [7, 0.024822695035460994]
catch: [7, 8.364800917738157e-05]
pacino: [7, 8.364800917738157e-05]
rich and: [7, 0.22580645161290322]
used to: [7, 0.4666666666666667]
but at: [7, 0.008951406649616368]
just about: [7, 0.0472972972972973]
road movie: [7, 0.4375]
lead performances: [7, 0.4375]
inherent: [7, 8.364800917738157e-05]
strength of: [7, 0.5]
uneven: [7, 8.364800917738157e-05]
fan of: [7, 0.4666666666666667]
ya-ya: [7, 8.364800917738157e-05]
sisterhood: [7, 8.364800917738157e-05]
moody: [7, 8.364800917738157e-05]
also the: [7, 0.07216494845360824]
fit: [7, 8.364800917738157e-05]
root: [7, 8.364800917738157e-05]
carefully: [7, 8.364800917738157e-05]
providing: [7, 8.364800917738157e-05]
presence: [7, 8.364800917738157e-05]
reasonably: [7, 8.364800917738157e-05]
opportunity: [7, 8.364800917738157e-05]
wanted to: [7, 0.7777777777777778]
engaging and: [7, 0.1590909090909091]
spirits: [7, 8.364800917738157e-05]
because the: [7, 0.09210526315789473]
gets under: [7, 0.15555555555555556]
inspirational: [7, 8.364800917738157e-05]
appears: [7, 8.364800917738157e-05]
black comedy: [7, 0.3888888888888889]
start to: [7, 0.5384615384615384]
funniest: [7, 8.364800917738157e-05]
wickedly: [7, 8.364800917738157e-05]
comes from: [7, 0.14285714285714285]
knows how: [7, 0.2916666666666667]
boys: [7, 8.364800917738157e-05]
look like: [7, 0.058823529411764705]
needs to: [7, 0.4666666666666667]
thrillers: [7, 8.364800917738157e-05]
good film: [7, 0.03535353535353535]
entertaining and: [7, 0.07608695652173914]
match: [7, 8.364800917738157e-05]
lee: [7, 8.364800917738157e-05]
movies are: [7, 0.06306306306306306]
popular: [7, 8.364800917738157e-05]
fights: [7, 8.364800917738157e-05]
wacky: [7, 8.364800917738157e-05]
amused: [7, 8.364800917738157e-05]
document of: [7, 0.5384615384615384]
moviegoers: [7, 8.364800917738157e-05]
won't be: [7, 0.20588235294117646]
timing: [7, 8.364800917738157e-05]
central: [7, 8.364800917738157e-05]
outstanding: [7, 8.364800917738157e-05]
feature debut: [7, 0.18421052631578946]
it's as: [7, 0.012411347517730497]
as he: [7, 0.007963594994311717]
stock: [7, 8.364800917738157e-05]
down to: [7, 0.16666666666666666]
he does: [7, 0.07216494845360824]
becomes a: [7, 0.3684210526315789]
works as: [7, 0.1044776119402985]
become a: [7, 0.25925925925925924]
has something: [7, 0.018469656992084433]
monty: [7, 8.364800917738157e-05]
choices: [7, 8.364800917738157e-05]
relies: [7, 8.364800917738157e-05]
eventually: [7, 8.364800917738157e-05]
will find: [7, 0.035175879396984924]
persona: [7, 8.364800917738157e-05]
something of: [7, 0.08333333333333333]
shines: [7, 8.364800917738157e-05]
you with: [7, 0.01417004048582996]
souls: [7, 8.364800917738157e-05]
motion picture: [7, 0.6363636363636364]
team: [7, 8.364800917738157e-05]
shame: [7, 8.364800917738157e-05]
human face: [7, 0.08860759493670886]
touched: [7, 8.364800917738157e-05]
demands: [7, 8.364800917738157e-05]
showing: [7, 8.364800917738157e-05]
documentaries: [7, 8.364800917738157e-05]
gift: [7, 8.364800917738157e-05]
treatment of: [7, 0.7]
leigh: [7, 8.364800917738157e-05]
poignancy: [7, 8.364800917738157e-05]
real-life: [7, 8.364800917738157e-05]
service: [7, 8.364800917738157e-05]
but there: [7, 0.008951406649616368]
it's like: [7, 0.012411347517730497]
achievement: [7, 8.364800917738157e-05]
sympathetic: [7, 8.364800917738157e-05]
violent: [7, 8.364800917738157e-05]
glorious: [7, 8.364800917738157e-05]
strikes: [7, 8.364800917738157e-05]
you like: [7, 0.01417004048582996]
subtly: [7, 8.364800917738157e-05]
austin: [7, 8.364800917738157e-05]
some time: [7, 0.042682926829268296]
for kids: [7, 0.010401188707280832]
say about: [7, 0.19444444444444445]
damned: [7, 8.364800917738157e-05]
mixture of: [7, 0.875]
told with: [7, 0.3181818181818182]
odds: [7, 8.364800917738157e-05]
only the: [7, 0.06796116504854369]
but with: [7, 0.008951406649616368]
behold: [7, 8.364800917738157e-05]
em: [7, 8.364800917738157e-05]
than to: [7, 0.024822695035460994]
cartoon: [7, 8.364800917738157e-05]
convey: [7, 8.364800917738157e-05]
step: [7, 8.364800917738157e-05]
adds: [7, 8.364800917738157e-05]
though it's: [7, 0.07777777777777778]
god: [7, 8.364800917738157e-05]
your seat: [7, 0.05185185185185185]
read my: [7, 0.3684210526315789]
my lips: [7, 0.11666666666666667]
emerge: [7, 8.364800917738157e-05]
delivers the: [7, 0.175]
awful: [7, 8.364800917738157e-05]
side of: [7, 0.4666666666666667]
landscape: [7, 8.364800917738157e-05]
accurate: [7, 8.364800917738157e-05]
appeal to: [7, 0.35]
very good: [7, 0.05185185185185185]
ramsay: [7, 8.364800917738157e-05]
room: [7, 8.364800917738157e-05]
body: [7, 8.364800917738157e-05]
its title: [7, 0.010014306151645207]
exceptional: [7, 8.364800917738157e-05]
constant: [7, 8.364800917738157e-05]
comfortable: [7, 8.364800917738157e-05]
reno: [7, 8.364800917738157e-05]
returns: [7, 8.364800917738157e-05]
fight: [7, 8.364800917738157e-05]
fears: [7, 8.364800917738157e-05]
sees: [7, 8.364800917738157e-05]
intimacy: [7, 8.364800917738157e-05]
actresses: [7, 8.364800917738157e-05]
demonstrates: [7, 8.364800917738157e-05]
enough and: [7, 0.05511811023622047]
beyond the: [7, 0.4117647058823529]
mention: [7, 8.364800917738157e-05]
saw: [7, 8.364800917738157e-05]
crimes: [7, 8.364800917738157e-05]
combines: [7, 8.364800917738157e-05]
testament: [7, 8.364800917738157e-05]
realism: [7, 8.364800917738157e-05]
season: [7, 8.364800917738157e-05]
notice: [7, 8.364800917738157e-05]
silence: [7, 8.364800917738157e-05]
red dragon: [7, 0.4666666666666667]
details: [7, 8.364800917738157e-05]
unpredictable: [7, 8.364800917738157e-05]
sweetly: [7, 8.364800917738157e-05]
as his: [7, 0.007963594994311717]
main: [7, 8.364800917738157e-05]
distance: [7, 8.364800917738157e-05]
charmer: [7, 8.364800917738157e-05]
late: [7, 8.364800917738157e-05]
paul: [7, 8.364800917738157e-05]
hugely: [7, 8.364800917738157e-05]
set in: [7, 0.28]
documentary that: [7, 0.08139534883720931]
en: [7, 8.364800917738157e-05]
holiday: [7, 8.364800917738157e-05]
somber: [7, 8.364800917738157e-05]
we're: [7, 8.364800917738157e-05]
thrill: [7, 8.364800917738157e-05]
during the: [7, 0.4666666666666667]
i'd: [7, 8.364800917738157e-05]
gangster: [7, 8.364800917738157e-05]
gives the: [7, 0.11864406779661017]
smile: [7, 8.364800917738157e-05]
up with: [7, 0.045454545454545456]
scratch: [7, 8.364800917738157e-05]
spielberg's: [7, 8.364800917738157e-05]
about one: [7, 0.01928374655647383]
film that's: [7, 0.00851581508515815]
deceptively: [7, 8.364800917738157e-05]
lady and: [7, 0.7777777777777778]
back and: [7, 0.14893617021276595]
go to: [6, 0.12]
edges: [6, 7.169829358061279e-05]
asian: [6, 7.169829358061279e-05]
movies ever: [6, 0.05405405405405406]
air of: [6, 0.3333333333333333]
about how: [6, 0.01652892561983471]
hypnotic: [6, 7.169829358061279e-05]
whom: [6, 7.169829358061279e-05]
for everyone: [6, 0.008915304606240713]
scores: [6, 7.169829358061279e-05]
planet: [6, 7.169829358061279e-05]
unfortunately: [6, 7.169829358061279e-05]
us a: [6, 0.038461538461538464]
don't know: [6, 0.09836065573770492]
darkly funny: [6, 0.75]
creature: [6, 7.169829358061279e-05]
get a: [6, 0.08823529411764706]
way the: [6, 0.036585365853658534]
reading: [6, 7.169829358061279e-05]
dog: [6, 7.169829358061279e-05]
madness: [6, 7.169829358061279e-05]
avoids: [6, 7.169829358061279e-05]
son of: [6, 0.5]
too long: [6, 0.06382978723404255]
stylized: [6, 7.169829358061279e-05]
incredible: [6, 7.169829358061279e-05]
measured: [6, 7.169829358061279e-05]
take a: [6, 0.08695652173913043]
year's most: [6, 0.3157894736842105]
you a: [6, 0.012145748987854251]
blast: [6, 7.169829358061279e-05]
locations: [6, 7.169829358061279e-05]
significant: [6, 7.169829358061279e-05]
without being: [6, 0.06741573033707865]
clichés: [6, 7.169829358061279e-05]
i enjoyed: [6, 0.03314917127071823]
chicago: [6, 7.169829358061279e-05]
psychologically: [6, 7.169829358061279e-05]
secret: [6, 7.169829358061279e-05]
hip-hop: [6, 7.169829358061279e-05]
not have: [6, 0.01634877384196185]
as funny: [6, 0.006825938566552901]
stand-up: [6, 7.169829358061279e-05]
its story: [6, 0.008583690987124463]
enthralling: [6, 7.169829358061279e-05]
about this: [6, 0.01652892561983471]
expectations: [6, 7.169829358061279e-05]
pay: [6, 7.169829358061279e-05]
refugees: [6, 7.169829358061279e-05]
news: [6, 7.169829358061279e-05]
pair: [6, 7.169829358061279e-05]
obsession: [6, 7.169829358061279e-05]
about an: [6, 0.01652892561983471]
gloriously: [6, 7.169829358061279e-05]
ticket: [6, 7.169829358061279e-05]
films and: [6, 0.05504587155963303]
succeed: [6, 7.169829358061279e-05]
heart is: [6, 0.06818181818181818]
lines: [6, 7.169829358061279e-05]
grasp: [6, 7.169829358061279e-05]
kiss: [6, 7.169829358061279e-05]
jason: [6, 7.169829358061279e-05]
work in: [6, 0.04316546762589928]
alabama: [6, 7.169829358061279e-05]
sweet home: [6, 0.11764705882352941]
home alabama: [6, 0.2]
movies in: [6, 0.05405405405405406]
caine: [6, 7.169829358061279e-05]
it's too: [6, 0.010638297872340425]
they were: [6, 0.0625]
park: [6, 7.169829358061279e-05]
nothing but: [6, 0.11538461538461539]
solidly: [6, 7.169829358061279e-05]
roots: [6, 7.169829358061279e-05]
are as: [6, 0.017241379310344827]
science: [6, 7.169829358061279e-05]
existence: [6, 7.169829358061279e-05]
family and: [6, 0.07692307692307693]
ranks: [6, 7.169829358061279e-05]
travel: [6, 7.169829358061279e-05]
give you: [6, 0.12]
much fun: [6, 0.03896103896103896]
them to: [6, 0.06818181818181818]
good-natured: [6, 7.169829358061279e-05]
on both: [6, 0.014150943396226415]
energy and: [6, 0.2]
leaving: [6, 7.169829358061279e-05]
merely a: [6, 0.5454545454545454]
person: [6, 7.169829358061279e-05]
for what: [6, 0.008915304606240713]
u: [6, 7.169829358061279e-05]
rise: [6, 7.169829358061279e-05]
reminder of: [6, 0.75]
u s: [6, 1.0]
20: [6, 7.169829358061279e-05]
painfully: [6, 7.169829358061279e-05]
haynes: [6, 7.169829358061279e-05]
fresh and: [6, 0.17647058823529413]
christian: [6, 7.169829358061279e-05]
passions: [6, 7.169829358061279e-05]
buy: [6, 7.169829358061279e-05]
sustains: [6, 7.169829358061279e-05]
knew: [6, 7.169829358061279e-05]
attempt to: [6, 0.6]
life into: [6, 0.041666666666666664]
script is: [6, 0.15789473684210525]
immensely: [6, 7.169829358061279e-05]
doesn't have: [6, 0.07692307692307693]
pick: [6, 7.169829358061279e-05]
decade: [6, 7.169829358061279e-05]
romantic comedies: [6, 0.0821917808219178]
wouldn't: [6, 7.169829358061279e-05]
performance from: [6, 0.0625]
nuance: [6, 7.169829358061279e-05]
human spirit: [6, 0.0759493670886076]
forth: [6, 7.169829358061279e-05]
america's: [6, 7.169829358061279e-05]
an important: [6, 0.007957559681697613]
continues: [6, 7.169829358061279e-05]
forces: [6, 7.169829358061279e-05]
first-time: [6, 7.169829358061279e-05]
true to: [6, 0.13043478260869565]
anything but: [6, 0.2222222222222222]
thankfully: [6, 7.169829358061279e-05]
message of: [6, 0.1935483870967742]
cloying: [6, 7.169829358061279e-05]
has become: [6, 0.0158311345646438]
talk to: [6, 0.6]
but his: [6, 0.0076726342710997444]
isolation: [6, 7.169829358061279e-05]
fun of: [6, 0.05309734513274336]
'60s: [6, 7.169829358061279e-05]
those of: [6, 0.05504587155963303]
guy: [6, 7.169829358061279e-05]
frontal: [6, 7.169829358061279e-05]
full frontal: [6, 0.09523809523809523]
china: [6, 7.169829358061279e-05]
her own: [6, 0.04878048780487805]
credible: [6, 7.169829358061279e-05]
longing: [6, 7.169829358061279e-05]
pat: [6, 7.169829358061279e-05]
notion: [6, 7.169829358061279e-05]
complete: [6, 7.169829358061279e-05]
an almost: [6, 0.007957559681697613]
nature of: [6, 0.3]
pays: [6, 7.169829358061279e-05]
intricate: [6, 7.169829358061279e-05]
brief: [6, 7.169829358061279e-05]
office: [6, 7.169829358061279e-05]
successfully: [6, 7.169829358061279e-05]
learn: [6, 7.169829358061279e-05]
serves as: [6, 0.75]
yearning: [6, 7.169829358061279e-05]
people in: [6, 0.06818181818181818]
performance as: [6, 0.0625]
particular: [6, 7.169829358061279e-05]
up and: [6, 0.03896103896103896]
satisfies: [6, 7.169829358061279e-05]
time the: [6, 0.0379746835443038]
tosca: [6, 7.169829358061279e-05]
hill: [6, 7.169829358061279e-05]
go see: [6, 0.12]
murderous: [6, 7.169829358061279e-05]
strike: [6, 7.169829358061279e-05]
leave the: [6, 0.21428571428571427]
artfully: [6, 7.169829358061279e-05]
tremendous: [6, 7.169829358061279e-05]
murphy: [6, 7.169829358061279e-05]
i had: [6, 0.03314917127071823]
pretty good: [6, 0.15384615384615385]
charm and: [6, 0.13636363636363635]
toward: [6, 7.169829358061279e-05]
virtues: [6, 7.169829358061279e-05]
relatively: [6, 7.169829358061279e-05]
for something: [6, 0.008915304606240713]
c: [6, 7.169829358061279e-05]
history of: [6, 0.10909090909090909]
an honest: [6, 0.007957559681697613]
featuring: [6, 7.169829358061279e-05]
an epic: [6, 0.007957559681697613]
its subject: [6, 0.008583690987124463]
saga: [6, 7.169829358061279e-05]
feel the: [6, 0.09836065573770492]
